rec_id,state,county,site_name,devel,latitude,longitude,oremin,assocmin,hostrock,source
196,CA,"San Bernardino","Mountain Pass rare earth elements deposit",occurrence,35.4781,-115.5299,crocidolite,"numerous minerals reported--see Olson and others (1954) and Castor and Nason (2004)","carbonatite, syenite",ofr20111188
197,CA,"San Diego","Circle Group vermiculite group",occurrence,32.6812,-116.1636,chrysotile,"pyroxene, amphibole, chlorite, biotite, vermiculite, magnesite",gabbro,ofr20111188
198,CA,"San Francisco","Hunters Point area",occurrence,37.7277,-122.3703,asbestos,"not reported",serpentinite,ofr20111188
199,CA,"San Francisco","Potrero Hill area",occurrence,37.7566,-122.3983,chrysotile,"lizardite, antigorite, chlorite",serpentinite,ofr20111188
200,CA,"San Francisco","U.S. Mint area",occurrence,37.7695,-122.4257,chrysotile,"lizardite, enstatite, olivine, pyroaurite, montmorillonite",serpentinite,ofr20111188
201,CA,"San Francisco","Fort Point-Presidio area",occurrence,37.8102,-122.4757,chrysotile,"lizardite, chlorite, enstatite, pyroaurite, montmorillonite",serpentinite,ofr20111188
202,CA,"Santa Clara","New Almaden mine",occurrence,37.179,-121.8401,"clinochrysotile, orthochrysotile",lizardite,"serpentinized lherzolite",ofr20111188
203,CA,"Santa Clara","Red Mountain magnesite deposit",occurrence,37.41,-121.47,chrysotile,"antigorite, magnetite, magnesite","peridotite, dunite",ofr20111188
204,CA,Shasta,"Blas Corporation property (Asbestos Empress)","past producer",41.05,-122.461,chrysotile,serpentine,"serpentinite, peridotite",ofr20111188
205,CA,Shasta,"Circle (S) property (Shotgun Creek chromite mine)",occurrence,41.058,-122.387,asbestos,"chromite, serpentine",serpentine,ofr20111188
206,CA,Shasta,"unnamed occurrence (Asbestos Empress prospect?)",occurrence,41.085,-122.501,chrysotile,"not reported","not reported",ofr20111188
207,CA,Shasta,"Stock property (Stock & Stevens)","past producer",41.0994,-122.4001,"chrysotile, amphibole asbestos",serpentine,"serpentinized peridotite",ofr20111188
208,CA,Shasta,"Anaconda prospect","past prospect",41.1,-122.37,asbestos,"not reported","not reported",ofr20111188
209,CA,Shasta,"Sylvester asbestos deposit","past producer",41.1018,-122.3949,"anthophyllite asbestos",serpentine,peridotite,ofr20111188
210,CA,Shasta,"unnamed occurrence",occurrence,41.105,-122.401,"amphibole asbestos","not reported","not reported",ofr20111188
211,CA,Shasta,"D.E. Miles prospect","past prospect",41.11,-122.39,asbestos,"not reported","not reported",ofr20111188
212,CA,Sierra,"Oriental gold mine",occurrence,39.4605,-120.8576,chrysotile,"antigorite, lizardite, brucite, tremolite, chlorite, talc, magnetite, millerite, chromite, pentlandite, awaruite",serpentinite,ofr20111188
213,CA,Sierra,"Sixteen to One gold-quartz-vein",occurrence,39.4651,-120.8426,chrysotile,"ankeritic carbonate, talc, quartz, pyrite",serpentinite,ofr20111188
214,CA,Sierra,"Mammoth Springs mine",occurrence,39.4835,-120.819,"cross-fiber amphibolite asbestos","quartz, talc",gabbro,ofr20111188
215,CA,Sierra,"Green and Farr prospects and Lloyd and Milward prospects","past prospect",39.553,-120.633,"slip-fiber amphibole asbestos",serpentine,"schist, serpentinite",ofr20111188
216,CA,Sierra,"W.W. Casserly prospect","past prospect",39.554,-120.881,"slip-fiber amphibole asbestos",serpentine,"serpentinite dike",ofr20111188
217,CA,Siskiyou,"Cecilville Summit County Road/FH93",occurrence,41.2206,-122.8969,chrysotile,"not reported","not reported",ofr20111188
218,CA,Siskiyou,"Carter Meadow rock pit",occurrence,41.2243,-122.8973,chrysotile,"not reported","serpentinite and/or ultramafic rock",ofr20111188
219,CA,Siskiyou,"Keystone asbestos claims","past prospect",41.27,-122.873,chrysotile,serpentine,"serpentinized peridotite",ofr20111188
220,CA,Siskiyou,"Calethia Group","past prospect",41.279,-122.423,chrysotile,serpentine,serpentinite,ofr20111188
221,CA,Siskiyou,"Camp Eden rock pit",occurrence,41.279,-122.8742,chrysotile,"not reported","serpentinite and/or ultramafic rock",ofr20111188
222,CA,Siskiyou,"High CCC rock pit",occurrence,41.3,-122.881,chrysotile,"not reported","serpentinite and/or ultramafic rock",ofr20111188
223,CA,Siskiyou,"unnamed occurrence",occurrence,41.302,-122.495,chrysotile,serpentine,peridotite,ofr20111188
224,CA,Siskiyou,"Sugar Creek rock pit",occurrence,41.3285,-122.8633,chrysotile,"not reported","serpentinite and/or ultramafic rock",ofr20111188
225,CA,Siskiyou,"unnamed prospect (Lucky Cowboy Claims?)","past prospect",41.406,-122.445,chrysotile,serpentine,"serpentinized zone in peridotite near contact with diabase dike",ofr20111188
226,CA,Siskiyou,"unnamed occurrence",occurrence,41.36,-122.49,chrysotile,"not reported",peridotite,ofr20111188
227,CA,Siskiyou,"unnamed occurrence",occurrence,41.36,-122.55,chrysotile,"not reported",peridotite,ofr20111188
228,CA,Siskiyou,"unnamed occurrence",occurrence,41.37,-122.49,chrysotile,"not reported",peridotite,ofr20111188
229,CA,Siskiyou,"unnamed occurrence",occurrence,41.361,-122.531,chrysotile,serpentine,"serpentinized peridotite",ofr20111188
230,CA,Siskiyou,"unnamed occurrence",occurrence,41.38,-122.439,chrysotile,"not reported",peridotite,ofr20111188
231,CA,Siskiyou,"Mount Eddy deposit (Rattaro prospect)","past prospect",41.3825,-122.4675,chrysotile,serpentine,peridotite,ofr20111188
232,CA,Siskiyou,"unnamed occurrence",occurrence,41.4,-122.51,chrysotile,,peridotite,ofr20111188
233,CA,Siskiyou,"unnamed occurrences",occurrence,41.4,-122.49,chrysotile,"not reported",peridotite,ofr20111188
234,CA,Siskiyou,"unnamed prospect","past prospect",41.403,-122.509,asbestos,"not reported",peridotite,ofr20111188
235,CA,Siskiyou,"unnamed occurrence",occurrence,41.42,-122.53,chrysotile,"not reported",peridotite,ofr20111188
236,CA,Siskiyou,"Shasta View prospect (Sylvester asbestos deposit)","past producer",41.4126,-122.4519,chrysotile,"serpentine, magnetite, chalcedony","serpentinized peridotite",ofr20111188
237,CA,Siskiyou,"unnamed occurrence",occurrence,41.43,-122.49,chrysotile,"not reported",peridotite,ofr20111188
238,CA,Siskiyou,"unnamed occurrence",occurrence,41.43,-122.5,chrysotile,,peridotite,ofr20111188
239,CA,Siskiyou,"unnamed occurrence",occurrence,41.4174,-122.5459,asbestos,"not reported",peridotite,ofr20111188
240,CA,Siskiyou,"unnamed occurrence",occurrence,41.43,-122.52,chrysotile,"not reported",peridotite,ofr20111188
241,CA,Siskiyou,"unnamed occurrence",occurrence,41.43,-122.54,chrysotile,,peridotite,ofr20111188
242,CA,Siskiyou,"Chamberlain (Burns Ranch) prospect","past prospect",41.4834,-122.5467,chrysotile,"serpentine, talc",serpentinite,ofr20111188
243,CA,Siskiyou,"South Kelsey Creek rock pit",occurrence,41.6094,-123.1686,chrysotile,"not reported","not reported",ofr20111188
244,CA,Siskiyou,"C.C. Cady prospect","past prospect",41.7351,-122.7293,asbestos,"not reported","not reported",ofr20111188
245,CA,Siskiyou,"Straw Rock pit",occurrence,41.7817,-123.2054,"actinolite/tremolite asbestos","not reported","not reported",ofr20111188
246,CA,Siskiyou,"Seiad rock pit",occurrence,41.8312,-123.2291,chrysotile,"not reported","serpentinite and/or ultramafic rock",ofr20111188
247,CA,Siskiyou,"Thompson Creek rock pit",occurrence,41.875,-123.3332,chrysotile,"not reported","not reported",ofr20111188
248,CA,Siskiyou,"Middle Creek rock pit",occurrence,41.8985,-123.0411,asbestos,"not reported","not reported",ofr20111188
249,CA,Siskiyou,"Salt Gulch source (J.J. Murray claims?)",occurrence,41.903,-123.1372,amosite,"not reported","not reported",ofr20111188
250,CA,Siskiyou,"Upper Buckhorn Gulch rock pit",occurrence,41.9122,-122.802,asbestos,"not reported","serpentinite and/or ultramafic rock",ofr20111188
251,CA,Siskiyou,"Hungry Creek rock source",occurrence,41.9635,-122.7945,chrysotile,"not reported","serpentinite and/or ultramafic rock",ofr20111188
252,CA,Sonoma,"Crocidolite from Pine Flat (California Division of Mines and Geology specimen 19626)",occurrence,38.74,-122.76,crocidolite,"not reported","not reported",ofr20111188
253,CA,Trinity,"Red Mountain deposit (Virginia Bruce mining claims)","past prospect",40.062,-123.219,chrysotile,serpentine,"dunite, peridotite",ofr20111188
254,CA,Trinity,"unnamed occurrence",occurrence,40.846,-122.889,"cross-fiber asbestos",serpentine,serpentinite,ofr20111188
255,CA,Trinity,"unnamed occurrence",occurrence,40.977,-122.846,"cross-fiber asbestos","not reported",peridotite,ofr20111188
256,CA,Trinity,"Jones Brothers mine","past producer",41.083,-122.71,"soda-rich anthophyllite asbestos, chrysotile",serpentine,serpentinite,ofr20111188
257,CA,Trinity,"unnamed prospect","past prospect",41.086,-122.515,asbestos,"not reported",peridotite,ofr20111188
258,CA,Trinity,"Shasta Lily No. 6, 7","past prospect",41.1,-122.52,chrysotile,"not reported","not reported",ofr20111188
259,CA,Trinity,"Asbestos King No. 9 claim","past prospect",41.097,-122.5222,asbestos,"not reported","not reported",ofr20111188
260,CA,Trinity,"Trinity asbestos claims","past prospect",41.1051,-122.4584,chrysotile,serpentine,peridotite,ofr20111188
261,CA,Trinity,"Shasta Lily 1 to 5 claims","past prospect",41.11,-122.54,chrysotile,"not reported","not reported",ofr20111188
262,CA,Trinity,"unnamed occurrence",occurrence,41.113,-122.652,asbestos,"not reported",peridotite,ofr20111188
263,CA,Trinity,"unnamed occurrence",occurrence,41.116,-122.56,asbestos,"not reported",peridotite,ofr20111188
264,CA,Trinity,"Prospects near Altoona and Quicksilver mine","past prospect",41.13,-122.54,"amphibole asbestos","not reported","not reported",ofr20111188
265,CA,Trinity,"White Cloud prospect","past prospect",41.1418,-122.4938,"amphibole asbestos","not reported",peridotite,ofr20111188
266,CA,Trinity,Katzer,"past prospect",41.12,-122.56,asbestos,"not reported","not reported",ofr20111188
267,CA,Trinity,"Eldenlou group","past producer",41.143,-122.603,"tremolite asbestos",serpentine,serpentinite,ofr20111188
268,CA,Trinity,"unnamed occurrence",occurrence,41.186,-122.544,asbestos,"not reported",peridotite,ofr20111188
269,CA,Trinity,"Dan Rice Asbestos Nos. 1, 4, 7, and 8 claims","past prospect",41.26,-122.66,asbestos,"not reported","not reported",ofr20111188
270,CA,Trinity,"unnamed occurrence",occurrence,41.27,-122.613,asbestos,"not reported",peridotite,ofr20111188
271,CA,Trinity,"unnamed occurrence",occurrence,41.271,-122.582,chrysotile,serpentine,"serpentinized peridotite",ofr20111188
272,CA,Trinity,"Trinity River prospect","past prospect",41.2727,-122.6021,chrysotile,serpentine,"serpentinized peridotite",ofr20111188
273,CA,Trinity,"unnamed occurrence",occurrence,41.2781,-122.623,chrysotile,"not reported",peridotite,ofr20111188
274,CA,Trinity,"unnamed occurrence",occurrence,41.296,-122.612,chrysotile,serpentine,"serpentinized peridotite",ofr20111188
275,CA,Trinity,"unnamed occurrence",occurrence,41.31,-122.6,"cross-fiber asbestos",serpentine,peridotite,ofr20111188
276,CA,Tulare,"Hanggi Ranch deposit","past prospect",36.3655,-119.1434,"amphibole asbestos","serpentine, magnesite",serpentinite,ofr20111188
277,CA,Tuolumne,"Ashley property","past prospect",37.7958,-120.2746,chrysotile,serpentine,serpentinite,ofr20111188
278,CA,Tuolumne,"Premier mine","past prospect",37.9545,-120.4439,chrysotile,antigorite,serpentinite,ofr20111188
279,CA,Tuolumne,"Rawhide claims","past prospect",37.965,-120.457,chrysotile,"not reported","not reported",ofr20111188
280,CA,Yolo,"California mine (Reed mercury mine)",occurrence,38.8661,-122.3717,asbestos,"not reported","not reported",ofr20111188
281,CA,Yuba,"unnamed occurrence",occurrence,39.46,-121.21,asbestos,"not reported","not reported",ofr20111188
282,CA,Yuba,"Galena Hill claim",occurrence,39.47,-121.05,asbestos,serpentine,serpentinite,ofr20111188
283,CA,Yuba,"Mount Hope gold mine",occurrence,39.519,-121.218,asbestos,"not reported","serpentine-slate contact",ofr20111188
284,CA,Yuba,"Butte County Pine and Hardwood Company property","past prospect",39.52,-121.21,"white slip fiber amphibole asbestos",serpentine,serpentinite,ofr20111188
285,CA,Yuba,"Kingbird drift mine",occurrence,39.55,-121.14,asbestos,serpentine,serpentinite,ofr20111188
286,CA,Yuba,"unnamed occurrence",occurrence,39.56,-121.11,asbestos,"not reported","not reported",ofr20111188
287,AZ,Coconino,"Bass deposits","past producer",36.2519,-112.3792,chrysotile,"serpentine, dolomitic calcite, quartz","dolomitic limestone",ofr20081095
288,AZ,Coconino,"Hance deposits","past producer",36.048,-111.9425,clinochrysotile,"serpentine, quartz","dolomitic limestone",ofr20081095
289,AZ,Mohave,"Big Jim vein",occurrence,35.0235,-114.3798,"A variety of asbestos known as mountain leather was found in a specimen of ore from the Big Jim"""" Lausen (1931, p. 63)","quartz, calcite, adularia, free gold, pyrite, biotite, chlorite, sericite, apatite",andesite,ofr20081095
290,AZ,Gila,"American Asbestos Cement Corp. No. 2 mine (Triangle Asbestos Co. group)","past producer",34.0242,-110.8479,chrysotile,"not reported","magnesian limestone",ofr20081095
291,AZ,Gila,"American Asbestos Cement Corp. No. 1 mine (Triangle Asbestos Co. group)","past producer",34.0231,-110.838,chrysotile,serpentine,"magnesian limestone",ofr20081095
292,AZ,Gila,"Home mine","past producer",34.0211,-110.832,chrysotile,serpentine,"magnesian limestone",ofr20081095
293,AZ,Gila,"Tony mine","past producer",34.0094,-110.8366,chrysotile,"not reported","magnesian limestone",ofr20081095
294,AZ,Gila,"Wolf Springs prospect","past prospect",34.0073,-110.8514,chrysotile,serpentine,"magnesian limestone",ofr20081095
295,AZ,Gila,"No. 7 prospect","past prospect",34.0058,-110.8421,chrysotile,serpentine,"magnesian limestone",ofr20081095
296,AZ,Gila,"Sloan Creek group (Aileen group)","past producer",34.0039,-110.7988,chrysotile,"serpentine, wollastonite, fibrous calcite","magnesian limestone",ofr20081095
297,AZ,Gila,"Man O'War mine","past producer",34.001,-110.875,chrysotile,serpentine,"magnesian limestone",ofr20081095
298,AZ,Gila,"Buckhorn mine","past producer",34.0006,-110.8567,chrysotile,"not reported","magnesian limestone",ofr20081095
299,AZ,Gila,"Hardluck claim of the Melrose mines","past producer",33.992,-110.885,chrysotile,serpentine,"magnesian limestone",ofr20081095
300,AZ,Gila,"Maxwell claims of the Melrose mines","past producer",33.99,-110.875,chrysotile,serpentine,"magnesian limestone",ofr20081095
301,AZ,Gila,"White Beauty claims of the Melrose mines","past producer",33.9889,-110.8955,chrysotile,serpentine,"magnesian limestone",ofr20081095
302,AZ,Gila,"P-38 claims of the Melrose mines","past producer",33.987,-110.888,chrysotile,serpentine,"magnesian limestone",ofr20081095
303,AZ,Gila,"J.W. workings of the Melrose mines","past producer",33.9865,-110.8778,chrysotile,"serpentine, antigorite","magnesian limestone",ofr20081095
304,AZ,Gila,"Bore Tree Saddle Asbestos Co. property","past prospect",33.977,-110.9299,chrysotile,serpentine,"magnesian limestone",ofr20081095
305,AZ,Gila,"American Fiber Co. properties (Rock House Group)--North deposits","past producer",33.9583,-110.7923,chrysotile,"not reported","magnesian limestone",ofr20081095
306,AZ,Gila,"Double Buttes prospect","past prospect",33.94,-110.7543,chrysotile,serpentine,"magnesian limestone",ofr20081095
307,AZ,Gila,"Independent group","past prospect",33.94,-111.1553,chrysotile,serpentine,"magnesian limestone",ofr20081095
308,AZ,Gila,"White Hill properties","past prospect",33.9391,-110.7694,chrysotile,serpentine,"magnesian limestone",ofr20081095
309,AZ,Gila,"American Fiber Co. properties (Rock House Group)--South deposit (May mine)","past producer",33.935,-110.802,chrysotile,"not reported","magnesian limestone",ofr20081095
310,AZ,Gila,"Montezuma No. 3 prospect","past prospect",33.9337,-110.8057,chrysotile,"not reported","magnesian limestone",ofr20081095
311,AZ,Gila,"Rosa claims","past producer",33.867,-110.936,chrysotile,serpentine,"magnesian limestone",ofr20081095
312,AZ,Gila,"Metate No. 1 prospect","past prospect",33.8604,-110.9017,chrysotile,serpentine,"magnesian limestone",ofr20081095
313,AZ,Gila,"Lucky Strike group (Sloane group)","past producer",33.8546,-110.8987,chrysotile,"serpentine, fibrous calcite, quartz, magnetite, hematite, sericite","magnesian limestone",ofr20081095
314,AZ,Gila,"Pueblo group","past producer",33.8526,-110.9005,chrysotile,"serpentine, magnetite","magnesian limestone",ofr20081095
315,AZ,Gila,"Loey and Lena property","past producer",33.852,-110.558,chrysotile,serpentine,"magnesian limestone",ofr20081095
316,AZ,Gila,"Apache mine (Crown Asbestos Mines, Inc. property; Seven Star group)","past producer",33.8511,-110.5774,chrysotile,serpentine,"magnesian limestone",ofr20081095
317,AZ,Gila,"Apache Extension group","past prospect",33.851,-110.572,chrysotile,serpentine,"magnesian limestone",ofr20081095
318,AZ,Gila,"Reynolds Falls group","past producer",33.845,-110.9272,chrysotile,serpentine,"magnesian limestone",ofr20081095
319,AZ,Gila,"Fiber King mine (Riverside group)","past producer",33.8348,-110.5946,chrysotile,serpentine,"magnesian limestone",ofr20081095
320,AZ,Gila,"Punto Negro group","past prospect",33.824,-110.557,chrysotile,serpentine,"magnesian limestone",ofr20081095
321,AZ,Gila,"Cibecue Mining Co. (Old Prochnow) property","past prospect",33.819,-110.464,chrysotile,serpentine,"magnesian limestone",ofr20081095
322,AZ,Gila,"Salt River group","past producer",33.8175,-110.5377,chrysotile,serpentine,"magnesian limestone",ofr20081095
323,AZ,Gila,"Regal group","past producer",33.8175,-110.5954,chrysotile,serpentine,"magnesian limestone",ofr20081095
324,AZ,"La Paz","occurrences in the northern Dome Rock Mountains",occurrence,33.813,-114.354,"tremolite asbestos","not reported","metamorphosed limestone",ofr20081095
325,AZ,Gila,"White Tail group (Enders mine)","past producer",33.8128,-110.5088,chrysotile,"serpentine, magnetite","magnesian limestone",ofr20081095
326,AZ,Gila,"Cliffbestos group","past prospect",33.8123,-110.6013,chrysotile,serpentine,"magnesian limestone",ofr20081095
327,AZ,Gila,"River group (Crosthwaite-Steward group)","past prospect",33.8119,-110.5629,chrysotile,serpentine,"magnesian limestone",ofr20081095
328,AZ,Gila,"Oso claim",occurrence,33.808,-110.536,chrysotile,"not reported","magnesian limestone",ofr20081095
329,AZ,Gila,"Canadian mine (Asbestos King claims)","past producer",33.8067,-110.5417,chrysotile,serpentine,"magnesian limestone",ofr20081095
330,AZ,Gila,"Stansbury deposit (K & M mine; Arizona Asbestos Mining Co. property)","past producer",33.8032,-110.3743,chrysotile,serpentine,"magnesian limestone",ofr20081095
331,AZ,Gila,"Fourth of July prospect","past producer",33.8025,-110.6113,chrysotile,"serpentine, magnetite","magnesian limestone",ofr20081095
332,AZ,Gila,"Dream Girl prospect","past producer",33.802,-110.525,chrysotile,serpentine,"magnesian limestone",ofr20081095
333,AZ,Gila,"Snake Hill deposit (Bluff claims)","past producer",33.7989,-110.4936,chrysotile,serpentine,"magnesian limestone",ofr20081095
334,AZ,Gila,"Wonder and Silk claims","past prospect",33.798,-110.4713,chrysotile,serpentine,"magnesian limestone",ofr20081095
335,AZ,Gila,"Sorsen-Williams Asbestos Corp. properties","past producer",33.7935,-110.4932,chrysotile,serpentine,"magnesian limestone",ofr20081095
336,AZ,Gila,"Great View claims (Cobb & Dunaway group)","past producer",33.7925,-110.5023,chrysotile,"serpentine, magnetite","magnesian limestone",ofr20081095
337,AZ,Gila,"Golden Fiber Asbestos Claims 1 & 2 (Old Falls group)","past prospect",33.7858,-110.5147,chrysotile,serpentine,"magnesian limestone",ofr20081095
338,AZ,Gila,"unnamed prospect","past prospect",33.7855,-110.4794,chrysotile,serpentine,"magnesian limestone",ofr20081095
339,AZ,Gila,"Pine Top group","past producer",33.7844,-110.5079,chrysotile,serpentine,"magnesian limestone",ofr20081095
340,AZ,Gila,"Seventy-two and Monte Christo groups (Grandview No. 4 mine)","past producer",33.7844,-110.5305,chrysotile,serpentine,"magnesian limestone",ofr20081095
341,AZ,Gila,"Wonder group","past prospect",33.784,-110.602,chrysotile,"serpentine, magnetite","magnesian limestone",ofr20081095
342,AZ,Gila,"Emsco mine (Accident group)","past producer",33.7808,-110.5247,chrysotile,serpentine,"magnesian limestone",ofr20081095
343,AZ,Gila,"Falls group","past prospect",33.78,-110.516,chrysotile,"not reported","magnesian limestone",ofr20081095
344,AZ,Gila,"Alamo prospects","past prospect",33.768,-110.576,chrysotile,serpentine,"magnesian limestone",ofr20081095
345,AZ,Gila,"asbestos prospects northeast of Seneca","past prospect",33.762,-110.493,chrysotile,serpentine,"magnesian limestone",ofr20081095
346,AZ,Gila,"American Ores mine","past producer",33.7616,-110.9468,chrysotile,"serpentine, calcite","magnesian limestone",ofr20081095
347,AZ,Gila,"Sulphur Springs claims","past prospect",33.758,-110.484,chrysotile,"not reported","magnesian limestone",ofr20081095
348,AZ,Gila,"Loafer claim (Old Knighton property)","past prospect",33.7565,-110.9328,chrysotile,"serpentine, fibrous calcite","magnesian limestone",ofr20081095
349,AZ,Gila,"Ruiz prospects","past producer",33.7444,-110.6093,chrysotile,serpentine,"magnesian limestone",ofr20081095
350,AZ,Gila,"Globe group (Friday claim)","past producer",33.7437,-110.9435,chrysotile,"serpentine, magnetite","magnesian limestone",ofr20081095
351,AZ,Gila,"Little Favor group","past prospect",33.7409,-110.5837,chrysotile,"serpentine, fibrous calcite","magnesian limestone",ofr20081095
352,AZ,Gila,"Arizona Asbestos Assocation Group (Victory mine)","past producer",33.739,-110.5646,chrysotile,"serpentine, calcite","magnesian limestone",ofr20081095
353,AZ,Gila,"Globe Asbestos group (Locke mine)","past producer",33.735,-110.5942,chrysotile,serpentine,"magnesian limestone",ofr20081095
354,AZ,Gila,"El Dorado mine","past producer",33.7335,-110.5648,chrysotile,serpentine,"magnesian limestone",ofr20081095
355,AZ,Gila,"Miami group","past producer",33.7298,-110.9356,chrysotile,serpentine,"magnesian limestone",ofr20081095
356,AZ,Gila,"Triple Star Mining Co. property","past producer",33.7248,-110.5735,chrysotile,"serpentine, chalcocite","magnesian limestone",ofr20081095
357,AZ,Gila,"unnamed prospect along Bear Creek","past prospect",33.553,-110.325,chrysotile,serpentine,"magnesian limestone",ofr20081095
358,AZ,Gila,"unnamed prospect along Bear Creek","past prospect",33.5469,-110.3285,chrysotile,serpentine,"magnesian limestone",ofr20081095
359,AZ,Gila,"unnamed prospect along Bear Creek","past prospect",33.5436,-110.3281,chrysotile,serpentine,"magnesian limestone",ofr20081095
360,AZ,Gila,"G and H No. 1 prospect","past prospect",33.543,-110.892,chrysotile,"not reported","magnesian limestone",ofr20081095
361,AZ,Gila,"unnamed prospect along Bear Creek","past prospect",33.542,-110.337,chrysotile,serpentine,"magnesian limestone",ofr20081095
362,AZ,Gila,"Bear Canyon Mining Co. properties","past producer",33.5352,-110.3333,chrysotile,serpentine,"magnesian limestone",ofr20081095
363,AZ,Gila,"prospect west of Blue River","past prospect",33.52,-110.285,chrysotile,serpentine,"magnesian limestone",ofr20081095
364,AZ,Gila,"Black Mesa (Cassadore) deposit","past prospect",33.485,-110.398,chrysotile,serpentine,"magnesian limestone",ofr20081095
365,AZ,Gila,"Chuckwalla claims","past prospect",33.476,-110.91,chrysotile,serpentine,"magnesian limestone",ofr20081095
366,AZ,Gila,"unnamed prospects","past prospect",33.464,-110.907,chrysotile,serpentine,"magnesian limestone",ofr20081095
367,AZ,Pinal,"North American Asbestos Co. claims","past prospect",33.46,-111.067,chrysotile,serpentine,"magnesian limestone",ofr20081095
368,AZ,Gila,"occurrences near Pinto Creek",occurrence,33.4547,-111.0212,chrysotile,serpentine,"magnesian limestone",ofr20081095
369,AZ,Gila,"G and H No. 2 prospects","past prospect",33.4502,-110.7037,chrysotile,serpentine,"magnesian limestone",ofr20081095
370,AZ,Gila,"Chromo Butte prospect","past prospect",33.45,-110.7032,chrysotile,serpentine,"magnesian limestone",ofr20081095
371,AZ,Pinal,"Independence group","past prospect",33.4415,-111.0573,chrysotile,serpentine,"magnesian limestone",ofr20081095
372,AZ,Pinal,"Last Time group","past prospect",33.4313,-111.064,chrysotile,"serpentine, magnetite, copper-oxide minerals, garnet, epidote, tremolite, antigorite","magnesian limestone",ofr20081095
373,AZ,Pinal,"Mountain of Mystery group","past prospect",33.4284,-111.0819,chrysotile,serpentine,"magnesian limestone",ofr20081095
374,AZ,Pinal,"K and S group","past prospect",33.4262,-111.0651,chrysotile,serpentine,"magnesian limestone",ofr20081095
375,AZ,Gila,"asbestos occurrence on Oak Creek",occurrence,33.422,-110.417,chrysotile,serpentine,"magnesian limestone",ofr20081095
376,AZ,Gila,"Metate Asbestos Corp. claims (Apache mine)","past producer",33.4117,-110.6054,chrysotile,"serpentine, quartz, hematite","magnesian limestone",ofr20081095
377,AZ,"La Paz","prospects on Cemetery Ridge","past prospect",33.3853,-113.4895,"actinolite asbestos","chlorite, magnetite","amphibolite dikes",ofr20081095
378,AZ,Pinal,"Lucky Lager claims","past prospect",33.322,-111.23,chrysotile,serpentine,"magnesian limestone",ofr20081095
379,AZ,Gila,"Lone Pine prospects","past prospect",33.289,-110.736,chrysotile,serpentine,"magnesian limestone",ofr20081095
380,AZ,Gila,"Indian Springs deposit","past prospect",33.2876,-110.7322,chrysotile,serpentine,"magnesian limestone",ofr20081095
381,AZ,Gila,"Chiricahua group","past prospect",33.263,-110.633,chrysotile,serpentine,"magnesian limestone",ofr20081095
382,AZ,Gila,"Mystery prospect","past prospect",33.262,-110.647,chrysotile,serpentine,"magnesian limestone",ofr20081095
383,AZ,Gila,"prospect north of Red Whiskers Spring","past prospect",33.244,-110.634,chrysotile,"not reported","magnesian limestone",ofr20081095
384,AZ,Gila,"unnamed prospects","past prospect",33.198,-110.804,chrysotile,serpentine,"magnesian limestone",ofr20081095
385,AZ,Gila,"Mescal Mountain deposit","past prospect",33.191,-110.805,chrysotile,serpentine,"magnesian limestone",ofr20081095
386,AZ,Pinal,"Ray-Kelvin silver-lead mine",occurrence,33.1778,-110.9475,"vein of asbestos"""" (Anonymous, 1918, p. 20)",serpentine,"magnesian limestone",ofr20081095
387,AZ,Pinal,"Putnam Wash deposits","past prospect",32.8378,-110.731,chrysotile,"serpentine, manganese","magnesian limestone",ofr20081095
388,AZ,Cochise,"occurrence near the Empire No. 2 shaft",occurrence,32.0222,-110.0598,"asbestiform, cross-fiber anthophyllite","hematite (martite)",limestone,ofr20081095
389,AZ,Cochise,"Abril zinc mine",occurrence,31.9083,-109.992,chrysotile,"serpentine, calcite","magnesian limestone",ofr20081095
390,NV,Pershing,"Segerstrom-Heizer mine",occurrence,40.042,-118.146,crocidolite,"magnetite, hematite, apatite, pyrite, marcasite, chlorite, calcite, actinolite-tremolite","iron ore body replacing diorite",ofr20081095
391,NV,"White Pine","Windous magnesite deposit",occurrence,38.9288,-115.1609,clinochrysotile,"magnesite, serpentine (deweylite), dolomite, calcite, quartz","calcareous tuff",ofr20081095
392,NV,Nye,"Tonopah district",occurrence,38.07,-117.23,"tremolite asbestos","not reported","not reported",ofr20081095
393,UT,Beaver,"Big Pass group",occurrence,38.3038,-112.8216,"short-fiber chrysotile (asbestos)"""", fibrous tremolite","garnet, epidote, wollastonite, fluorite, pyrite, calcite, scheelite, serpentine","calcite-wollastonite marble",ofr20081095
394,UT,Beaver,"King David mine",occurrence,38.4516,-113.2778,"asbestos""""","alunite, marble [calc-silicate minerals], argentite, chalcopyrite, sphalerite, wurtzite, pyrite, galena",marble,ofr20081095
395,UT,Millard,"Tremolite no. 1 mine","past producer",38.5815,-112.8409,"mass-fiber tremolite asbestos","calcite, """"potash"""", malachite, chalcopyrite, azurite","marble (dolomitic)",ofr20081095
396,UT,Duchesne,"unnamed occurrences in Avintaquin Canyon",occurrence,39.98,-110.86,"asbestiform magnesioarfvedsonite","dolomite, quartz, hornblende, plagioclase","dolomitic marlstone (""""oil shale"""")",ofr20081095
